Date	Total volume	Day	Month	Quarter	Year	YearQTR
3/2/2018	161	Friday	3	Q1	2018	201801
3/3/2018	191	Saturday	3	Q1	2018	201801
3/4/2018	148	Sunday	3	Q1	2018	201801
3/5/2018	168	Monday	3	Q1	2018	201801
3/6/2018	134	Tuesday	3	Q1	2018	201801
3/7/2018	135	Wednesday	3	Q1	2018	201801
3/8/2018	146	Thursday	3	Q1	2018	201801
3/9/2018	155	Friday	3	Q1	2018	201801
3/10/2018	151	Saturday	3	Q1	2018	201801
3/11/2018	103	Sunday	3	Q1	2018	201801
3/12/2018	123	Monday	3	Q1	2018	201801
3/13/2018	126	Tuesday	3	Q1	2018	201801
3/14/2018	146	Wednesday	3	Q1	2018	201801
3/15/2018	139	Thursday	3	Q1	2018	201801
3/16/2018	163	Friday	3	Q1	2018	201801
3/17/2018	134	Saturday	3	Q1	2018	201801
3/18/2018	157	Sunday	3	Q1	2018	201801
3/19/2018	156	Monday	3	Q1	2018	201801
3/20/2018	163	Tuesday	3	Q1	2018	201801
3/21/2018	131	Wednesday	3	Q1	2018	201801
3/22/2018	125	Thursday	3	Q1	2018	201801
3/23/2018	179	Friday	3	Q1	2018	201801
3/24/2018	170	Saturday	3	Q1	2018	201801
3/25/2018	137	Sunday	3	Q1	2018	201801
3/26/2018	155	Monday	3	Q1	2018	201801
3/27/2018	125	Tuesday	3	Q1	2018	201801
3/28/2018	128	Wednesday	3	Q1	2018	201801
3/29/2018	145	Thursday	3	Q1	2018	201801
3/30/2018	146	Friday	3	Q1	2018	201801
3/31/2018	176	Saturday	3	Q1	2018	201801
4/1/2018	1	Sunday	4	Q2	2018	201802
4/2/2018	146	Monday	4	Q2	2018	201802
4/3/2018	151	Tuesday	4	Q2	2018	201802
4/4/2018	160	Wednesday	4	Q2	2018	201802
4/5/2018	196	Thursday	4	Q2	2018	201802
4/6/2018	185	Friday	4	Q2	2018	201802
4/7/2018	174	Saturday	4	Q2	2018	201802
4/8/2018	173	Sunday	4	Q2	2018	201802
4/9/2018	190	Monday	4	Q2	2018	201802
4/10/2018	185	Tuesday	4	Q2	2018	201802
4/11/2018	180	Wednesday	4	Q2	2018	201802
4/12/2018	199	Thursday	4	Q2	2018	201802
4/13/2018	210	Friday	4	Q2	2018	201802
4/14/2018	190	Saturday	4	Q2	2018	201802
4/15/2018	186	Sunday	4	Q2	2018	201802
4/16/2018	173	Monday	4	Q2	2018	201802
4/17/2018	177	Tuesday	4	Q2	2018	201802
4/18/2018	193	Wednesday	4	Q2	2018	201802
4/19/2018	146	Thursday	4	Q2	2018	201802
4/20/2018	183	Friday	4	Q2	2018	201802
4/21/2018	197	Saturday	4	Q2	2018	201802
4/22/2018	182	Sunday	4	Q2	2018	201802
4/23/2018	133	Monday	4	Q2	2018	201802
4/24/2018	167	Tuesday	4	Q2	2018	201802
4/25/2018	140	Wednesday	4	Q2	2018	201802
4/26/2018	148	Thursday	4	Q2	2018	201802
4/27/2018	135	Friday	4	Q2	2018	201802
4/28/2018	179	Saturday	4	Q2	2018	201802
4/29/2018	162	Sunday	4	Q2	2018	201802
4/30/2018	175	Monday	4	Q2	2018	201802
5/1/2018	197	Tuesday	5	Q2	2018	201802
5/2/2018	153	Wednesday	5	Q2	2018	201802
5/3/2018	202	Thursday	5	Q2	2018	201802
5/4/2018	155	Friday	5	Q2	2018	201802
5/5/2018	212	Saturday	5	Q2	2018	201802
5/6/2018	167	Sunday	5	Q2	2018	201802
5/7/2018	153	Monday	5	Q2	2018	201802
5/8/2018	154	Tuesday	5	Q2	2018	201802
5/9/2018	151	Wednesday	5	Q2	2018	201802
5/10/2018	148	Thursday	5	Q2	2018	201802
5/11/2018	173	Friday	5	Q2	2018	201802
5/12/2018	179	Saturday	5	Q2	2018	201802
5/13/2018	100	Sunday	5	Q2	2018	201802
5/14/2018	138	Monday	5	Q2	2018	201802
5/15/2018	168	Tuesday	5	Q2	2018	201802
5/16/2018	165	Wednesday	5	Q2	2018	201802
5/17/2018	152	Thursday	5	Q2	2018	201802
5/18/2018	171	Friday	5	Q2	2018	201802
5/19/2018	176	Saturday	5	Q2	2018	201802
5/20/2018	143	Sunday	5	Q2	2018	201802
5/21/2018	187	Monday	5	Q2	2018	201802
5/22/2018	157	Tuesday	5	Q2	2018	201802
5/23/2018	147	Wednesday	5	Q2	2018	201802
5/24/2018	144	Thursday	5	Q2	2018	201802
5/25/2018	173	Friday	5	Q2	2018	201802
5/26/2018	158	Saturday	5	Q2	2018	201802
5/27/2018	144	Sunday	5	Q2	2018	201802
5/28/2018	172	Monday	5	Q2	2018	201802
5/29/2018	165	Tuesday	5	Q2	2018	201802
5/30/2018	122	Wednesday	5	Q2	2018	201802
5/31/2018	148	Thursday	5	Q2	2018	201802
6/1/2018	184	Friday	6	Q2	2018	201802
6/2/2018	161	Saturday	6	Q2	2018	201802
6/3/2018	144	Sunday	6	Q2	2018	201802
6/4/2018	156	Monday	6	Q2	2018	201802
6/5/2018	169	Tuesday	6	Q2	2018	201802
6/6/2018	157	Wednesday	6	Q2	2018	201802
6/7/2018	144	Thursday	6	Q2	2018	201802
6/8/2018	143	Friday	6	Q2	2018	201802
6/9/2018	162	Saturday	6	Q2	2018	201802
6/10/2018	158	Sunday	6	Q2	2018	201802
6/11/2018	144	Monday	6	Q2	2018	201802
6/12/2018	141	Tuesday	6	Q2	2018	201802
6/13/2018	177	Wednesday	6	Q2	2018	201802
6/14/2018	155	Thursday	6	Q2	2018	201802
6/15/2018	159	Friday	6	Q2	2018	201802
6/16/2018	161	Saturday	6	Q2	2018	201802
6/17/2018	140	Sunday	6	Q2	2018	201802
6/18/2018	153	Monday	6	Q2	2018	201802
6/19/2018	150	Tuesday	6	Q2	2018	201802
6/20/2018	135	Wednesday	6	Q2	2018	201802
6/21/2018	172	Thursday	6	Q2	2018	201802
6/22/2018	150	Friday	6	Q2	2018	201802
6/23/2018	132	Saturday	6	Q2	2018	201802
6/24/2018	153	Sunday	6	Q2	2018	201802
6/25/2018	163	Monday	6	Q2	2018	201802
6/26/2018	150	Tuesday	6	Q2	2018	201802
6/27/2018	145	Wednesday	6	Q2	2018	201802
6/28/2018	107	Thursday	6	Q2	2018	201802
6/29/2018	153	Friday	6	Q2	2018	201802
6/30/2018	157	Saturday	6	Q2	2018	201802
7/1/2018	154	Sunday	7	Q3	2018	201803
7/2/2018	134	Monday	7	Q3	2018	201803
7/3/2018	176	Tuesday	7	Q3	2018	201803
7/4/2018	108	Wednesday	7	Q3	2018	201803
7/5/2018	127	Thursday	7	Q3	2018	201803
7/6/2018	156	Friday	7	Q3	2018	201803
7/7/2018	145	Saturday	7	Q3	2018	201803
7/8/2018	138	Sunday	7	Q3	2018	201803
7/9/2018	126	Monday	7	Q3	2018	201803
7/10/2018	144	Tuesday	7	Q3	2018	201803
7/11/2018	186	Wednesday	7	Q3	2018	201803
7/12/2018	135	Thursday	7	Q3	2018	201803
7/13/2018	173	Friday	7	Q3	2018	201803
7/14/2018	207	Saturday	7	Q3	2018	201803
7/15/2018	120	Sunday	7	Q3	2018	201803
7/16/2018	147	Monday	7	Q3	2018	201803
7/17/2018	127	Tuesday	7	Q3	2018	201803
7/18/2018	98	Wednesday	7	Q3	2018	201803
7/19/2018	136	Thursday	7	Q3	2018	201803
7/20/2018	119	Friday	7	Q3	2018	201803
7/21/2018	171	Saturday	7	Q3	2018	201803
7/22/2018	120	Sunday	7	Q3	2018	201803
7/23/2018	145	Monday	7	Q3	2018	201803
7/24/2018	150	Tuesday	7	Q3	2018	201803
7/25/2018	129	Wednesday	7	Q3	2018	201803
7/26/2018	137	Thursday	7	Q3	2018	201803
7/27/2018	147	Friday	7	Q3	2018	201803
7/28/2018	180	Saturday	7	Q3	2018	201803
7/29/2018	116	Sunday	7	Q3	2018	201803
7/30/2018	124	Monday	7	Q3	2018	201803
7/31/2018	137	Tuesday	7	Q3	2018	201803
8/1/2018	144	Wednesday	8	Q3	2018	201803
8/2/2018	155	Thursday	8	Q3	2018	201803
8/3/2018	133	Friday	8	Q3	2018	201803
8/4/2018	160	Saturday	8	Q3	2018	201803
8/5/2018	116	Sunday	8	Q3	2018	201803
8/6/2018	152	Monday	8	Q3	2018	201803
8/7/2018	102	Tuesday	8	Q3	2018	201803
8/8/2018	103	Wednesday	8	Q3	2018	201803
8/9/2018	120	Thursday	8	Q3	2018	201803
8/10/2018	132	Friday	8	Q3	2018	201803
8/11/2018	146	Saturday	8	Q3	2018	201803
8/12/2018	129	Sunday	8	Q3	2018	201803
8/13/2018	134	Monday	8	Q3	2018	201803
8/14/2018	139	Tuesday	8	Q3	2018	201803
8/15/2018	134	Wednesday	8	Q3	2018	201803
8/16/2018	149	Thursday	8	Q3	2018	201803
8/17/2018	124	Friday	8	Q3	2018	201803
8/18/2018	144	Saturday	8	Q3	2018	201803
8/19/2018	118	Sunday	8	Q3	2018	201803
8/20/2018	147	Monday	8	Q3	2018	201803
8/21/2018	158	Tuesday	8	Q3	2018	201803
8/22/2018	137	Wednesday	8	Q3	2018	201803
8/23/2018	152	Thursday	8	Q3	2018	201803
8/24/2018	132	Friday	8	Q3	2018	201803
8/25/2018	129	Saturday	8	Q3	2018	201803
8/26/2018	154	Sunday	8	Q3	2018	201803
8/27/2018	114	Monday	8	Q3	2018	201803
8/28/2018	129	Tuesday	8	Q3	2018	201803
8/29/2018	127	Wednesday	8	Q3	2018	201803
8/30/2018	127	Thursday	8	Q3	2018	201803
8/31/2018	129	Friday	8	Q3	2018	201803
9/1/2018	148	Saturday	9	Q3	2018	201803
9/2/2018	118	Sunday	9	Q3	2018	201803
9/3/2018	157	Monday	9	Q3	2018	201803
9/4/2018	149	Tuesday	9	Q3	2018	201803
9/5/2018	130	Wednesday	9	Q3	2018	201803
9/6/2018	150	Thursday	9	Q3	2018	201803
9/7/2018	125	Friday	9	Q3	2018	201803
9/8/2018	144	Saturday	9	Q3	2018	201803
9/9/2018	114	Sunday	9	Q3	2018	201803
9/10/2018	116	Monday	9	Q3	2018	201803
9/11/2018	144	Tuesday	9	Q3	2018	201803
9/12/2018	125	Wednesday	9	Q3	2018	201803
9/13/2018	135	Thursday	9	Q3	2018	201803
9/14/2018	125	Friday	9	Q3	2018	201803
9/15/2018	148	Saturday	9	Q3	2018	201803
9/16/2018	134	Sunday	9	Q3	2018	201803
9/17/2018	165	Monday	9	Q3	2018	201803
9/18/2018	126	Tuesday	9	Q3	2018	201803
9/19/2018	114	Wednesday	9	Q3	2018	201803
9/20/2018	131	Thursday	9	Q3	2018	201803
9/21/2018	137	Friday	9	Q3	2018	201803
9/22/2018	175	Saturday	9	Q3	2018	201803
9/23/2018	143	Sunday	9	Q3	2018	201803
9/24/2018	136	Monday	9	Q3	2018	201803
9/25/2018	144	Tuesday	9	Q3	2018	201803
9/26/2018	120	Wednesday	9	Q3	2018	201803
9/27/2018	117	Thursday	9	Q3	2018	201803
9/28/2018	152	Friday	9	Q3	2018	201803
9/29/2018	153	Saturday	9	Q3	2018	201803
9/30/2018	116	Sunday	9	Q3	2018	201803
10/1/2018	111	Monday	10	Q4	2018	201804
10/2/2018	126	Tuesday	10	Q4	2018	201804
10/3/2018	159	Wednesday	10	Q4	2018	201804
10/4/2018	155	Thursday	10	Q4	2018	201804
10/5/2018	143	Friday	10	Q4	2018	201804
10/6/2018	159	Saturday	10	Q4	2018	201804
10/7/2018	117	Sunday	10	Q4	2018	201804
10/8/2018	148	Monday	10	Q4	2018	201804
10/9/2018	137	Tuesday	10	Q4	2018	201804
10/10/2018	122	Wednesday	10	Q4	2018	201804
10/11/2018	141	Thursday	10	Q4	2018	201804
10/12/2018	156	Friday	10	Q4	2018	201804
10/13/2018	147	Saturday	10	Q4	2018	201804
10/14/2018	128	Sunday	10	Q4	2018	201804
10/15/2018	117	Monday	10	Q4	2018	201804
10/16/2018	135	Tuesday	10	Q4	2018	201804
10/17/2018	143	Wednesday	10	Q4	2018	201804
10/18/2018	122	Thursday	10	Q4	2018	201804
